ID;Empty Spaces;Negative Space;Interesting Elements;Significant Jumps;Linearity;Lenience;Avg Enemy Comp;Enemy Count;Density
401;0,9207779;0,11756199;0,05672245;0,10227273;0,97230685;0,9251337;0,20671836;0,14285715;0,027322404
402;0,8210121;0,031827815;0,14696772;0,3068182;0,522293;0,5294118;0,39069766;0,31746033;0,39344263
403;0,93990046;0,12673402;0,046796024;0,011363637;0,92799777;0,96256685;0,0;0,0;0,0
404;0,92487556;0,09142163;0,025525102;0,11363637;0,9446137;0,87700534;0,27906978;0,15873016;0,114754096
405;0,91668016;0,09830067;0,038287655;0,1590909;0,7673775;0,8449198;0,15503876;0,1904762;0,12021858
406;0,94536406;0,09417323;0,008508368;0,045454547;0,9446137;0,9197861;0,0;0,06349207;0,114754096
407;0,91804606;0,089587204;0,024107043;0,07954545;0,72860706;0,9037433;0,23255815;0,06349207;0,1693989
408;0,93307096;0,048312955;0,008508368;0,045454547;0,6566048;0,8181818;0,0;0,0;0,30601093
409;0,9494617;0,10105228;0,014180613;0,0;0,9778455;0,96791446;0,0;0,0;0,07650273
410;1,0;0,048312955;0,012762551;0,03409091;0,8283024;0,8235294;0,0;0,015873017;0,038251366
411;0,9549254;0,076746315;0,018434798;0,03409091;0,8338411;0,88235295;0,0;0,015873017;0,10382514
412;0,92487556;0,089587204;0,019852858;0,06818182;0,79507065;0,9144385;0,18604651;0,07936508;0,12021858
413;0,7830938;0,050075766;0,15746541;0,36363637;0,640347;0,5561497;0,45822564;0,42857143;0,4262295
414;0,9262415;0,09096301;0,015598675;0,056818184;0,79507065;0,9197861;0,31007752;0,04761905;0,1693989
415;0,9358027;0,11022433;0,04254184;0,07954545;0,90584326;0,93048126;0,31007752;0,0952381;0,021857923
416;0,97677964;0,07582912;0,025525102;0,03409091;0,8449183;0,9251337;0,0;0,0;0,010928961
417;0,9631207;0,0698673;0,036869597;0,07954545;0,8892274;0,80213904;0,15503876;0,0952381;0,04918033
418;0,9262415;0,12306522;0,05246827;0,07954545;0,9778455;0,93048126;0,13289037;0,11111111;0,021857923
419;0,89346;0,11618617;0,04254184;0,10227273;0,95015234;0,88235295;0,20671836;0,14285715;0,18579236
420;0,90302116;0,10655551;0,025525102;0,03409091;0,8892274;0,95187163;0,31007752;0,04761905;0,2021858
421;0,9125825;0,09646624;0,032615412;0,07954545;0,789532;0,88770056;0,18604651;0,07936508;0,19125684
422;0,9480959;0,07399471;0,012762551;0,09090909;0,52367765;0,87700534;0,0;0,031746034;0,13661203
423;0,9549254;0,058402214;0,024107043;0,1590909;0,7175298;0,7486631;0,093023255;0,15873016;0,13114753
424;0,7236884;0,07171868;0,16927533;0,375;0,77487373;0,6096257;0,4744186;0,47619048;0,568306
425;0,93307096;0,09738345;0,038287655;0,10227273;0,8283024;0,9144385;0,13289037;0,11111111;0,021857923
426;0,9480959;0,098759264;0,028361226;0,10227273;0,88368875;0,8716577;0,3255814;0,12698413;0,032786883
427;0,95219356;0,0726189;0,014180613;0,10227273;0,79507065;0,82887703;0,13289037;0,11111111;0,12021858
428;0,9344369;0,1038039;0,028361226;0,022727273;0,83937967;0,96256685;0,0;0,0;0,09836066
429;0,9576571;0,07720493;0,035451535;0,13636364;0,7618388;0,80213904;0,10335918;0,14285715;0,032786883
430;0,9713161;0,08224957;0,028361226;0,056818184;0,6455276;0,8663102;0,0;0,015873017;0,0054644807
431;0,9412664;0,107931316;0,02127092;0,0;0,9667682;0,98930484;0,0;0,0;0,08743169
432;0,9439981;0,095090434;0,035451535;0,13636364;0,8116865;0,8128342;0,18604651;0,15873016;0,043715846
433;0,96721846;0,08224957;0,025525102;0,10227273;0,8338411;0,8395722;0,13289037;0,11111111;0,021857923
434;0,93990046;0,09371464;0,028361226;0,11363637;0,88368875;0,87700534;0,20671836;0,14285715;0,021857923
435;0,76539856;0,050075766;0,17058752;0,3409091;0,63485616;0,62566847;0,48;0,3968254;0,44808742
436;0,93170506;0,07949794;0,019852858;0,056818184;0,80614793;0,88235295;0,31007752;0,04761905;0,18579236
437;0,93716866;0,118937775;0,04254184;0,045454547;0,98338413;0,9411765;0,23255815;0,06349207;0,016393442
438;0,9508276;0,08316677;0,028361226;0,1590909;0,80614793;0,8181818;0,15503876;0,1904762;0,032786883
439;0,93716866;0,113434546;0,028361226;0,0;0,9667682;0,98930484;0,0;0,0;0,07650273
440;0,9549254;0,09784206;0,032615412;0,056818184;0,7729161;0,9251337;0,0;0,031746034;0,021857923
441;0,9153144;0,10655551;0,029779289;0,045454547;0,7729161;0,93048126;0,0;0,031746034;0,15300547
442;0,919412;0,10196947;0,026943164;0,03409091;0,88368875;0,9411765;0,0;0,031746034;0,1693989
443;0,919412;0,107931316;0,03119735;0,06818182;0,9446137;0,9037433;0,31007752;0,0952381;0,12021858
444;0,9289733;0,09279742;0,024107043;0,06818182;0,93907505;0,93582886;0,31007752;0,0952381;0,114754096
445;0,9276074;0,09417323;0,025525102;0,11363637;0,9224591;0,86096257;0,093023255;0,15873016;0,10928962
446;0,78182983;0,055168215;0,15877762;0,32954547;0,640347;0,54545456;0,4224806;0,3809524;0,4262295
447;0,80331683;0,039042126;0,15746541;0,32954547;0,56896555;0,5721925;0,55409503;0,36507937;0,38251367
448;0,9344369;0,09830067;0,039705716;0,13636364;0,96122956;0,85026735;0,15503876;0,1904762;0,038251366
449;0,905753;0,09967646;0,03119735;0,07954545;0,80614793;0,8983957;0,31007752;0,0952381;0,17486338
450;0,90985066;0,09692486;0,018434798;0,045454547;0,92799777;0,9465241;0,0;0,06349207;0,22404371
451;0,91804606;0,09554905;0,024107043;0,10227273;0,7729161;0,87700534;0,10335918;0,14285715;0,1420765
452;0,92350966;0,09554905;0,022688981;0,10227273;0,9003046;0,8663102;0,10335918;0,14285715;0,1420765
453;0,9262415;0,08087376;0,011344491;0,06818182;0,7064525;0,8983957;0,31007752;0,04761905;0,21311475
454;0,9508276;0,112975955;0,038287655;0,011363637;0,9224591;0,98930484;0,0;0,0;0,0054644807
455;0,9494617;0,107931316;0,032615412;0,022727273;0,98338413;0,9946524;0,0;0,031746034;0,0054644807
456;0,95355946;0,10976572;0,029779289;0,022727273;0,90584326;1,0;0,0;0,0;0,016393442
457;0,9781456;0,06849148;0,0056722453;0,03409091;0,81722516;0,8930481;0,0;0,015873017;0,06557377
458;0,82859576;0,038617752;0,15484099;0,3181818;0,5113113;0,5294118;0,46068662;0,33333334;0,30601093
459;0,9358027;0,11618617;0,04254184;0,056818184;0,98338413;0,93582886;0,52093023;0,07936508;0,016393442
460;0,94536406;0,084083974;0,02127092;0,045454547;0,85599554;0,90909094;0,31007752;0,04761905;0,114754096
461;0,90985066;0,09142163;0,024107043;0,045454547;0,8227638;0,8930481;0,31007752;0,04761905;0,22404371
462;0,9344369;0,10105228;0,035451535;0,07954545;0,9556909;0,93048126;0,13289037;0,11111111;0,05464481
463;0,9139484;0,10334529;0,036869597;0,022727273;0,8227638;0,9946524;0,0;0,0;0,17486338
464;0,905753;0,11481036;0,04112378;0,03409091;0,9556909;0,95187163;0,31007752;0,04761905;0,1420765
465;0,91121656;0,1038039;0,03119735;0,10227273;0,9224591;0,8716577;0,20671836;0,14285715;0,13114753
466;0,9207779;0,11068294;0,039705716;0,06818182;0,9667682;0,9251337;0,15503876;0,0952381;0,06557377
467;0,9426322;0,10288668;0,029779289;0,07954545;0,80614793;0,88235295;0,15503876;0,0952381;0,010928961
468;0,91804606;0,08270816;0,008508368;0,045454547;0,83937967;0,8930481;0,31007752;0,04761905;0,26229507
469;0,74011976;0,058987554;0,16271426;0,35227272;0,58269274;0,56684494;0,52465117;0,3968254;0,59016395
470;0,93307096;0,0877528;0,004254184;0,045454547;0,85045695;0,9197861;0,31007752;0,04761905;0,19125684
471;0,8879964;0,1038039;0,045377962;0,1590909;0,9003046;0,8449198;0,13289037;0,22222222;0,18579236
472;0,9494617;0,06482266;0,03119735;0,10227273;0,8283024;0,77540106;0,13289037;0,11111111;0,12021858
473;0,94536406;0,095090434;0,032615412;0,10227273;0,9003046;0,9251337;0,11627907;0,12698413;0,027322404
474;0,92487556;0,10976572;0,045377962;0,125;0,8670728;0,8663102;0,093023255;0,15873016;0,05464481
475;0,9344369;0,10930713;0,036869597;0,10227273;0,9556909;0,86096257;0,10335918;0,14285715;0,043715846
476;0,97541386;0,04923016;0,004254184;0,045454547;0,8116865;0,8235294;0,4651163;0,031746034;0,12568305
477;0,91121656;0,1056383;0,03119735;0,06818182;0,8781501;0,9037433;0,18604651;0,07936508;0,16393442
478;0,9153144;0,11481036;0,058140516;0,11363637;0,9113819;0,9037433;0,18604651;0,15873016;0,032786883
479;0,94672996;0,08867;0,014180613;0,06818182;0,8892274;0,88770056;0,18604651;0,07936508;0,09836066
480;0,8627222;0,00806305;0,14040665;0,3181818;0,58269274;0,4331551;0,65961945;0,34920636;0,284153
481;0,9084849;0,11756199;0,04112378;0,056818184;0,9335364;0,9465241;0,0;0,07936508;0,114754096
482;0,9631207;0,07812213;0,026943164;0,13636364;0,67875934;0,8342246;0,23255815;0,12698413;0,032786883
483;0,96175486;0,08912861;0,019852858;0,06818182;0,7784547;0,8983957;0,0;0,04761905;0,05464481
484;0,9549254;0,106096916;0,032615412;0,045454547;0,8449183;0,9411765;0,0;0,031746034;0,010928961
485;0,9002894;0,1038039;0,058140516;0,19318181;0,9335364;0,8235294;0,26265392;0,26984128;0,09289618
486;0,94672996;0,08729419;0,019852858;0,06818182;0,6510662;0,8930481;0,0;0,031746034;0,10928962
487;0,9344369;0,0877528;0,018434798;0,09090909;0,85599554;0,87700534;0,13289037;0,11111111;0,12568305
488;0,9262415;0,07949794;0,024107043;0,125;0,7064525;0,82887703;0,11627907;0,12698413;0,18032786
489;0,9125825;0,10426249;0,04254184;0,09090909;0,7729161;0,9144385;0,0;0,11111111;0,10382514
490;0,9412664;0,08545978;0,032615412;0,11363637;0,80060923;0,8342246;0,11627907;0,12698413;0,08196721
491;0,7755102;0,052197628;0,17846079;0,375;0,56622005;0,54010695;0,5340224;0,42857143;0,39344263
492;0,93307096;0,09967646;0,036869597;0,11363637;0,80060923;0,86096257;0,11627907;0,12698413;0,07103825
493;0,93853456;0,09967646;0,029779289;0,056818184;0,8283024;0,9411765;0,0;0,06349207;0,07103825
494;0,98087746;0,0726189;0,02127092;0,045454547;0,7009139;0,90909094;0,0;0,0;0,021857923
495;0,97404796;0,069408685;0,028361226;0,056818184;0,8781501;0,8663102;0,31007752;0,04761905;0,010928961
496;0,9344369;0,10517969;0,036869597;0,07954545;0,9556909;0,9197861;0,13289037;0,11111111;0,032786883
497;0,9221439;0,08500117;0,009926429;0,06818182;0,80060923;0,8983957;0,23255815;0,06349207;0,2021858
498;0,93853456;0,095090434;0,039705716;0,13636364;0,88368875;0,85561496;0,1691332;0,17460318;0,032786883
499;0,96858436;0,062988244;0,008508368;0,045454547;0,6898366;0,88770056;0,0;0,0;0,10382514
500;0,93033916;0,10196947;0,026943164;0,06818182;0,7064525;0,9197861;0,31007752;0,04761905;0,12021858
501;0,92350966;0,09600765;0,02127092;0,03409091;0,85599554;0,93582886;0,0;0,031746034;0,14754099
502;0,79573315;0,039042126;0,16008984;0,32954547;0,57445645;0,5508021;0,44893834;0,36507937;0,4043716
503;0,92350966;0,113434546;0,045377962;0,09090909;0,96122956;0,93048126;0,11627907;0,12698413;0,06010929
504;0,9153144;0,107931316;0,036869597;0,07954545;0,93907505;0,9197861;0,13289037;0,11111111;0,12568305
505;0,9344369;0,09554905;0,014180613;0,022727273;0,95015234;0,95187163;0,0;0,031746034;0,13114753
506;0,9016554;0,10288668;0,025525102;0,03409091;0,85599554;0,96791446;0,0;0,031746034;0,22404371
507;0,93307096;0,06895007;0,022688981;0,07954545;0,7673775;0,8128342;0,0;0,07936508;0,2021858
508;0,9494617;0,10655551;0,026943164;0,056818184;0,97230685;0,90909094;0,18604651;0,07936508;0,027322404
509;0,9412664;0,09463184;0,026943164;0,03409091;0,7064525;0,9465241;0,0;0,0;0,10382514
510;0,93853456;0,09371464;0,038287655;0,1590909;0,73968434;0,8128342;0,1691332;0,17460318;0,043715846
511;0,9207779;0,080415145;0,025525102;0,1590909;0,7618388;0,7860963;0,17758985;0,17460318;0,13114753
512;0,96585256;0,09967646;0,02127092;0,022727273;0,9224591;0,973262;0,0;0,015873017;0,0054644807
513;0,7502312;0,072567426;0,17846079;0,39772728;0,6870196;0,48128343;0,61215305;0,4920635;0,43715847
514;0,93716866;0,08729419;0,029779289;0,13636364;0,75076157;0,8181818;0,18604651;0,15873016;0,04918033
515;0,91668016;0,09784206;0,04254184;0,14772727;0,789532;0,80213904;0,0845666;0,17460318;0,114754096
516;0,9207779;0,106096916;0,029779289;0,06818182;0,8670728;0,9197861;0,18604651;0,07936508;0,13661203
517;0,9221439;0,11205874;0,04112378;0,07954545;0,93907505;0,88770056;0,13289037;0,11111111;0,07650273
518;0,9426322;0,10517969;0,02127092;0,0;0,88368875;0,98930484;0,0;0,0;0,06557377
519;0,9344369;0,10930713;0,043959904;0,10227273;0,9778455;0,88770056;0,10335918;0,14285715;0,021857923
520;0,90438706;0,11068294;0,028361226;0,056818184;0,7729161;0,9144385;0,18604651;0,07936508;0,15300547
521;0,91804606;0,102428086;0,03119735;0,09090909;0,93907505;0,8930481;0,3255814;0,12698413;0,114754096
522;0,9207779;0,10105228;0,022688981;0,045454547;0,8781501;0,95187163;0,0;0,06349207;0,08743169
523;0,9276074;0,10884852;0,034033474;0,11363637;0,87261146;0,85561496;0,10335918;0,14285715;0,08743169
524;0,77424616;0,059411928;0,16402647;0,35227272;0,70349216;0,6096257;0,5374677;0,42857143;0,41530055
525;0,93853456;0,11481036;0,035451535;0,022727273;0,98338413;0,9786096;0,0;0,031746034;0,043715846
526;0,9344369;0,09967646;0,028361226;0,045454547;0,9003046;0,9251337;0,31007752;0,04761905;0,04918033
527;0,9221439;0,1038039;0,048214085;0,1590909;0,93907505;0,8235294;0,13289037;0,22222222;0,038251366
528;0,9153144;0,09325603;0,024107043;0,056818184;0,80060923;0,9251337;0,31007752;0,04761905;0,2021858
529;0,9016554;0,10930713;0,036869597;0,10227273;0,91692054;0,8663102;0,10335918;0,14285715;0,15846995
530;0,9412664;0,106096916;0,04254184;0,09090909;0,90584326;0,88770056;0,13289037;0,11111111;0,021857923
531;0,93853456;0,107931316;0,04254184;0,13636364;0,9003046;0,8395722;0,1691332;0,17460318;0,027322404
532;0,91804606;0,1056383;0,04254184;0,10227273;0,894766;0,87700534;0,11627907;0,12698413;0,06010929
533;0,9289733;0,080415145;0,015598675;0,06818182;0,5624481;0,9251337;0,0;0,0;0,21857923
534;0,90985066;0,100593664;0,034033474;0,10227273;0,71199113;0,8930481;0,31007752;0,0952381;0,1693989
535;0,78562164;0,03734464;0,15484099;0,32954547;0,58543813;0,47058824;0,40444893;0,36507937;0,4918033
536;0,9262415;0,10105228;0,028361226;0,06818182;0,95015234;0,90909094;0,15503876;0,0952381;0,114754096
537;0,9221439;0,11756199;0,038287655;0,022727273;0,96122956;0,95721924;0,0;0,031746034;0,08743169
538;0,89619166;0,11068294;0,036869597;0,09090909;0,9446137;0,87700534;0,23255815;0,12698413;0,17486338
539;0,92487556;0,10517969;0,04254184;0,14772727;0,93907505;0,8449198;0,1431127;0,20634921;0,05464481
540;0,9139484;0,10655551;0,035451535;0,06818182;0,9224591;0,9144385;0,15503876;0,0952381;0,13114753
541;0,92350966;0,08224957;0,018434798;0,06818182;0,8227638;0,88770056;0,23255815;0,06349207;0,19125684
542;0,93990046;0,10930713;0,022688981;0,0;0,91692054;0,9786096;0,0;0,0;0,07650273
543;0,9412664;0,09738345;0,025525102;0,03409091;0,7452229;0,98395723;0,0;0,0;0,09836066
544;0,92350966;0,07720493;0,029779289;0,125;0,73968434;0,82887703;0,11627907;0,12698413;0,16393442
545;0,8866305;0,102428086;0,028361226;0,06818182;0,92799777;0,93582886;0,31007752;0,0952381;0,26229507
546;0,80710864;0,032676563;0,14565551;0,3409091;0,5003295;0,5080214;0,380182;0,36507937;0,41530055
547;0,9562912;0,09463184;0,025525102;0,07954545;0,9003046;0,88770056;0,15503876;0,0952381;0,021857923
548;0,9631207;0,079956554;0,025525102;0,10227273;0,80060923;0,87700534;0,15503876;0,0952381;0,027322404
549;0,92350966;0,08912861;0,035451535;0,14772727;0,79507065;0,82887703;0,1691332;0,17460318;0,114754096
550;0,9562912;0,07582912;0,018434798;0,03409091;0,80060923;0,8930481;0,0;0,0;0,12568305
551;0,9549254;0,06849148;0,032615412;0,1590909;0,67322075;0,78074867;0,093023255;0,15873016;0,08196721
552;0,91121656;0,09967646;0,034033474;0,045454547;0,8116865;0,96256685;0,0;0,031746034;0,18579236
553;0,91121656;0,1038039;0,03119735;0,07954545;0,9446137;0,8983957;0,13289037;0,11111111;0,15846995
554;0,9221439;0,11618617;0,048214085;0,10227273;0,95015234;0,9037433;0,20671836;0,14285715;0,06010929
555;0,9084849;0,106096916;0,032615412;0,10227273;0,83937967;0,88770056;0,11627907;0,12698413;0,16393442
556;0,91668016;0,11481036;0,046796024;0,10227273;0,9446137;0,9037433;0,10335918;0,14285715;0,07103825
557;0,77424616;0,049651403;0,17452416;0,36363637;0,6376016;0,53475934;0,5340224;0,42857143;0,41530055
558;0,75907886;0,050924513;0,15877762;0,35227272;0,5113113;0,54010695;0,5232558;0,3809524;0,5464481
559;0,7679264;0,049651403;0,16008984;0,3068182;0,70898306;0,56149733;0,47724977;0,36507937;0,5027322
560;0,7691904;0,061958153;0,16927533;0,38636363;0,6376016;0,5721925;0,6158781;0,46031746;0,41530055
561;0,8639861;0,014428613;0,15221655;0,29545453;0,5085658;0,5080214;0,499388;0,3015873;0,22950819
562;0,7565509;0,044558953;0,16140205;0,375;0,5277839;0,5508021;0,490161;0,41269842;0,5464481
563;0,7274803;0,052197628;0,17321196;0,35227272;0,6623106;0,5561497;0,6368515;0,41269842;0,6229508
564;0,7565509;0,07044557;0,15877762;0,38636363;0,7611465;0,56149733;0,63615906;0,4920635;0,46994534
565;0,78182983;0,053895105;0,16402647;0,36363637;0,63485616;0,5294118;0,5374677;0,42857143;0,4043716
566;0,74896723;0,05644133;0,17452416;0,36363637;0,6376016;0,5294118;0,59603786;0,42857143;0,5027322
567;0,8045808;0,04031524;0,16402647;0,3409091;0,6376016;0,5508021;0,64;0,3968254;0,34972677
568;0,7868857;0,050924513;0,16402647;0,3068182;0,57445645;0,6096257;0,43410853;0,33333334;0,4043716
569;0,7679264;0,05644133;0,15484099;0,3068182;0,6321107;0,5882353;0,45665962;0,34920636;0,5027322
570;0,79699713;0,044134576;0,16665089;0,3181818;0,6266198;0,54010695;0,5338726;0,36507937;0,3715847
571;0,75907886;0,066201866;0,16927533;0,35227272;0,71447396;0,631016;0,4892334;0,42857143;0,43715847
572;0,7274803;0,05559259;0,1679631;0,35227272;0,7776191;0,5828877;0,66445184;0,44444445;0,6010929
573;0,8146923;0,018672325;0,14827992;0,29545453;0,58818364;0,5294118;0,35813951;0,31746033;0,43715847
574;0,7464394;0,068748094;0,179773;0,3409091;0,85449153;0,6042781;0,4784053;0,44444445;0,44808742
575;0,7540231;0,035222787;0,15352878;0,32954547;0,6595651;0,56149733;0,46124032;0,3809524;0,61202186
576;0,7830938;0,04158835;0,16533868;0,3409091;0,50582033;0,5828877;0,38827097;0,36507937;0,43715847
577;0,7691904;0,055168215;0,16140205;0,38636363;0,5799473;0,54545456;0,46179402;0,44444445;0,46994534
578;0,73379993;0,05262199;0,15352878;0,35227272;0,64858335;0,5775401;0,490161;0,41269842;0,6557377
579;0,7502312;0,042012725;0,16008984;0,36363637;0,6513288;0,54545456;0,5099053;0,42857143;0,57923496
580;0,78562164;0,037769016;0,16271426;0,32954547;0,6430925;0,5721925;0,4224806;0,3809524;0,43715847
581;0,8083726;0,037769016;0,14959215;0,3181818;0,65407425;0,5721925;0,43680483;0,36507937;0,39344263
582;0,800789;0,0364959;0,1679631;0,3181818;0,6321107;0,59358287;0,4448938;0,36507937;0,34972677
583;0,779302;0,042861465;0,16927533;0,3181818;0,665056;0,54010695;0,546006;0,36507937;0,43715847
584;0,82227594;0,033525303;0,15090436;0,29545453;0,80232817;0,5240642;0,4448938;0,36507937;0,34972677
585;0,800789;0,06450438;0,16533868;0,36363637;0,640347;0,5989305;0,5167959;0,42857143;0,29508197
586;0,7350639;0,05771444;0,17583637;0,36363637;0,6513288;0,5561497;0,5340224;0,42857143;0,55737704
587;0,72874427;0,08232797;0,16665089;0,375;0,8435098;0,5989305;0,54613656;0,4920635;0,5355191
588;0,8210121;0,028008478;0,15484099;0,2840909;0,58543813;0,5828877;0,3867809;0,3015873;0,36065573
589;0,79194134;0,055168215;0,15352878;0,36363637;0,6458379;0,47593582;0,5340224;0,42857143;0,4043716
590;0,7755102;0,039042126;0,16533868;0,35227272;0,5799473;0,51336896;0,50604653;0,3968254;0,46994534
591;0,7135769;0,072991796;0,16665089;0,39772728;0,832528;0,5187166;0,6314306;0,52380955;0,6229508
592;0,8096366;0,034798414;0,15352878;0,35227272;0,45640242;0,486631;0,3842265;0,36507937;0,39344263
593;0,7679264;0,055168215;0,16271426;0,35227272;0,6458379;0,5561497;0,52593917;0,41269842;0,46994534
594;0,7717182;0,042861465;0,15352878;0,36363637;0,44816607;0,49197862;0,6395349;0,3809524;0,5355191
595;0,7578149;0,053895105;0,15484099;0,32954547;0,64858335;0,5882353;0,46124032;0,3809524;0,5464481
596;0,7932053;0,045832064;0,15221655;0,32954547;0,56347466;0,5828877;0,39635995;0,36507937;0,4262295
597;0,7641345;0,055168215;0,16665089;0,35227272;0,640347;0,5294118;0,5474061;0,41269842;0,46994534
598;0,7464394;0,06323127;0,17189974;0,375;0,70898306;0,5561497;0,54530877;0,46031746;0,5027322
599;0,7540231;0,067474976;0,16140205;0,38636363;0,7776191;0,5026738;0,63615906;0,4920635;0,4918033
600;0,778038;0,03225219;0,15484099;0,3181818;0,522293;0,5561497;0,48283502;0,33333334;0,52459013
